,order_date,product_name,category,branch_store,quantity,sales_value,profit
750,2025-01-03,Flying Disc,Outdoor Toy,Surabaya Mall,3,282000,79874
751,2025-01-02,Dream House Doll,Doll,Yogyakarta Plaza,13,611000,135484
752,2025-09-13,Galaxy Warrior,Action Figure,Bali Beachwalk,2,230000,39135
753,2025-10-03,Science Lab Kit,Educational Toy,Surabaya Mall,2,202000,24007
754,2025-08-15,Super Robot X,Action Figure,Medan Center,7,742000,183651
755,2025-07-06,Mini Ninja Hero,Action Figure,Medan Center,8,728000,213885
756,2025-08-26,Word Challenge,Board Game,Bandung Square,12,1404000,242540
757,2025-01-07,Princess Bella,Doll,Yogyakarta Plaza,9,81000,21519
758,2024-05-23,Mega Builder,Building Blocks,Medan Center,8,224000,32432
759,2025-05-10,Mega Builder,Building Blocks,Bali Beachwalk,6,78000,12066
760,2024-09-27,Baby Joy,Doll,Jakarta Central,6,222000,24575
761,2025-04-25,Alphabet Blocks,Educational Toy,Yogyakarta Plaza,15,990000,317184
762,2025-12-21,Mini Ninja Hero,Action Figure,Jakarta Central,9,801000,246236
763,2025-07-11,Bubble Machine,Outdoor Toy,Medan Center,10,300000,58249
764,2025-10-31,Fashion Star,Doll,Medan Center,15,1710000,204275
765,2025-06-12,Word Challenge,Board Game,Bandung Square,7,371000,112898
766,2025-09-10,Word Challenge,Board Game,Yogyakarta Plaza,1,72000,23076
767,2024-03-19,Baby Joy,Doll,Bandung Square,9,810000,137863
768,2025-01-05,Science Lab Kit,Educational Toy,Bandung Square,10,990000,301196
769,2024-12-04,Kids Basketball Hoop,Outdoor Toy,Yogyakarta Plaza,12,264000,58180
770,2025-08-27,Dream House Doll,Doll,Bandung Square,3,270000,83252
771,2024-05-10,Galaxy Warrior,Action Figure,Jakarta Central,10,830000,116434
772,2024-05-30,Water Blaster,Outdoor Toy,Medan Center,1,29000,4772
773,2025-07-31,Coding Robot,Educational Toy,Medan Center,11,110000,35159
774,2024-08-09,Bubble Machine,Outdoor Toy,Jakarta Central,8,680000,236771
775,2025-02-24,Baby Joy,Doll,Bandung Square,10,260000,77650
776,2025-12-03,Alphabet Blocks,Educational Toy,Bandung Square,6,396000,98656
777,2025-01-29,Galaxy Warrior,Action Figure,Yogyakarta Plaza,3,63000,6560
778,2025-09-12,Space Blocks,Building Blocks,Bandung Square,2,60000,13138
779,2025-05-30,Creative Bricks Set,Building Blocks,Medan Center,13,299000,36865
780,2025-07-06,Kids Basketball Hoop,Outdoor Toy,Medan Center,14,112000,36315
781,2025-03-06,Flying Disc,Outdoor Toy,Medan Center,6,714000,79153
782,2025-05-08,Space Blocks,Building Blocks,Bandung Square,13,1378000,269135
783,2024-05-17,Creative Bricks Set,Building Blocks,Yogyakarta Plaza,5,345000,100555
784,2025-07-10,Mini Ninja Hero,Action Figure,Medan Center,7,280000,41231
785,2025-06-19,Water Blaster,Outdoor Toy,Medan Center,2,148000,15066
786,2024-11-19,Kids Basketball Hoop,Outdoor Toy,Bali Beachwalk,7,378000,47872
787,2025-07-02,Fashion Star,Doll,Surabaya Mall,7,560000,107190
788,2025-02-27,Word Challenge,Board Game,Bandung Square,9,972000,232687
789,2025-07-22,Alphabet Blocks,Educational Toy,Medan Center,8,320000,111080
790,2025-02-11,City Construction Kit,Building Blocks,Bali Beachwalk,12,300000,94124
791,2024-08-23,Water Blaster,Outdoor Toy,Bali Beachwalk,8,864000,237451
792,2025-06-04,Math Puzzle Cube,Educational Toy,Bandung Square,7,756000,139564
793,2025-02-02,Creative Bricks Set,Building Blocks,Bandung Square,11,88000,26496
794,2025-03-21,Coding Robot,Educational Toy,Medan Center,2,32000,5304
795,2024-02-08,Treasure Hunt,Board Game,Medan Center,12,684000,227547
796,2025-09-03,Fashion Star,Doll,Bali Beachwalk,1,107000,32641
797,2024-01-11,Flying Disc,Outdoor Toy,Yogyakarta Plaza,4,464000,122598
798,2024-02-04,City Construction Kit,Building Blocks,Bandung Square,13,1092000,248579
799,2024-06-22,Kids Basketball Hoop,Outdoor Toy,Medan Center,11,132000,25071
800,2024-03-29,Water Blaster,Outdoor Toy,Bandung Square,5,535000,106924
801,2025-08-23,Flying Disc,Outdoor Toy,Yogyakarta Plaza,4,296000,30737
802,2025-07-16,Water Blaster,Outdoor Toy,Jakarta Central,5,500000,153720
803,2024-10-10,City Construction Kit,Building Blocks,Surabaya Mall,4,340000,115859
804,2024-01-05,Dream House Doll,Doll,Medan Center,5,150000,30267
805,2024-10-28,Super Robot X,Action Figure,Medan Center,6,132000,39697
806,2025-03-29,Mystery Mansion,Board Game,Bali Beachwalk,7,560000,123708
807,2025-11-28,Alphabet Blocks,Educational Toy,Yogyakarta Plaza,8,664000,209495
808,2024-03-10,Princess Bella,Doll,Surabaya Mall,7,623000,185133
809,2025-02-26,Science Lab Kit,Educational Toy,Surabaya Mall,6,444000,103857
810,2024-10-21,Bubble Machine,Outdoor Toy,Bandung Square,2,118000,31674
811,2024-07-01,Treasure Hunt,Board Game,Medan Center,8,384000,72339
812,2025-11-30,City Construction Kit,Building Blocks,Bandung Square,15,480000,107879
813,2024-09-04,Science Lab Kit,Educational Toy,Bali Beachwalk,14,574000,87072
814,2024-12-30,Science Lab Kit,Educational Toy,Medan Center,3,321000,40661
815,2024-01-07,Dragon Defender,Action Figure,Medan Center,13,1521000,357995
816,2025-09-27,Dragon Defender,Action Figure,Surabaya Mall,6,426000,138249
817,2024-07-06,City Construction Kit,Building Blocks,Yogyakarta Plaza,13,949000,161393
818,2025-06-22,Science Lab Kit,Educational Toy,Jakarta Central,13,806000,176981
819,2024-12-21,Creative Bricks Set,Building Blocks,Medan Center,7,826000,224328
820,2025-12-16,Coding Robot,Educational Toy,Jakarta Central,9,594000,106274
821,2024-08-03,Super Robot X,Action Figure,Bali Beachwalk,7,574000,71857
822,2025-07-15,Mystery Mansion,Board Game,Bandung Square,5,190000,31796
823,2024-07-07,City Construction Kit,Building Blocks,Surabaya Mall,8,496000,75706
824,2025-02-14,Bubble Machine,Outdoor Toy,Surabaya Mall,5,325000,47116
825,2024-10-03,Science Lab Kit,Educational Toy,Jakarta Central,13,494000,117984
826,2024-06-02,Baby Joy,Doll,Bandung Square,8,888000,90962
827,2025-10-07,Dream House Doll,Doll,Bandung Square,9,684000,191615
828,2025-07-29,Fashion Star,Doll,Surabaya Mall,14,1120000,125358
829,2024-08-08,Galaxy Warrior,Action Figure,Jakarta Central,14,560000,122715
830,2024-12-08,Water Blaster,Outdoor Toy,Yogyakarta Plaza,5,270000,51320
831,2024-01-21,City Construction Kit,Building Blocks,Surabaya Mall,7,161000,30231
832,2025-08-12,Kids Basketball Hoop,Outdoor Toy,Medan Center,11,1001000,234844
833,2025-11-20,Mystery Mansion,Board Game,Surabaya Mall,9,630000,185022
834,2025-09-20,Princess Bella,Doll,Yogyakarta Plaza,5,335000,86405
835,2024-12-11,Science Lab Kit,Educational Toy,Bali Beachwalk,7,616000,155895
836,2024-06-14,Princess Bella,Doll,Jakarta Central,6,222000,39598
837,2024-09-30,Bubble Machine,Outdoor Toy,Bali Beachwalk,10,900000,178977
838,2025-08-24,Fashion Star,Doll,Bali Beachwalk,9,585000,119045
839,2024-08-28,Math Puzzle Cube,Educational Toy,Bandung Square,11,440000,147448
840,2024-06-19,Water Blaster,Outdoor Toy,Bandung Square,7,147000,18211
841,2025-02-10,Princess Bella,Doll,Jakarta Central,9,945000,329808
842,2024-06-08,Mini Ninja Hero,Action Figure,Medan Center,2,182000,60587
843,2024-09-10,Fashion Star,Doll,Bandung Square,12,528000,111297
844,2024-06-23,Science Lab Kit,Educational Toy,Medan Center,1,12000,3190
845,2025-07-07,Word Challenge,Board Game,Yogyakarta Plaza,15,630000,149395
846,2025-09-03,Science Lab Kit,Educational Toy,Medan Center,8,704000,202208
847,2025-10-17,Space Blocks,Building Blocks,Medan Center,11,836000,148319
848,2024-08-20,Word Challenge,Board Game,Medan Center,13,247000,51984
849,2024-06-08,Word Challenge,Board Game,Surabaya Mall,5,45000,4501
850,2025-04-25,Alphabet Blocks,Educational Toy,Surabaya Mall,9,81000,22027
851,2024-01-10,Dream House Doll,Doll,Surabaya Mall,13,819000,245283
852,2025-07-15,Mega Builder,Building Blocks,Jakarta Central,6,192000,38963
853,2024-09-12,Space Blocks,Building Blocks,Yogyakarta Plaza,3,297000,84431
854,2024-09-26,Dream House Doll,Doll,Bandung Square,2,124000,31785
855,2025-10-26,City Construction Kit,Building Blocks,Surabaya Mall,12,912000,275608
856,2024-07-05,Baby Joy,Doll,Jakarta Central,3,135000,17224
857,2025-12-18,Dream House Doll,Doll,Surabaya Mall,10,700000,102863
858,2025-07-01,Galaxy Warrior,Action Figure,Jakarta Central,1,31000,10635
859,2025-03-24,Mystery Mansion,Board Game,Bandung Square,12,108000,17085
860,2024-08-10,Math Puzzle Cube,Educational Toy,Yogyakarta Plaza,6,366000,65109
861,2025-12-14,Fashion Star,Doll,Yogyakarta Plaza,13,156000,28479
862,2025-02-05,Math Puzzle Cube,Educational Toy,Surabaya Mall,2,154000,33500
863,2024-01-13,Alphabet Blocks,Educational Toy,Yogyakarta Plaza,2,212000,59078
864,2024-02-04,Dream House Doll,Doll,Bandung Square,4,264000,74931
865,2025-02-02,Galaxy Warrior,Action Figure,Yogyakarta Plaza,11,517000,172705
866,2025-07-16,Math Puzzle Cube,Educational Toy,Bali Beachwalk,9,207000,33808
867,2025-01-04,Bubble Machine,Outdoor Toy,Bandung Square,15,210000,66342
868,2025-10-10,Math Puzzle Cube,Educational Toy,Bandung Square,7,343000,35592
869,2024-09-05,Treasure Hunt,Board Game,Yogyakarta Plaza,1,13000,3188
870,2025-09-02,Flying Disc,Outdoor Toy,Bali Beachwalk,3,165000,48295
871,2024-04-03,Science Lab Kit,Educational Toy,Yogyakarta Plaza,11,957000,176667
872,2024-12-30,Water Blaster,Outdoor Toy,Jakarta Central,11,297000,81773
873,2024-08-26,Galaxy Warrior,Action Figure,Yogyakarta Plaza,6,474000,140844
874,2024-07-16,Word Challenge,Board Game,Bali Beachwalk,1,96000,18666
875,2024-02-10,Kids Basketball Hoop,Outdoor Toy,Surabaya Mall,8,784000,164150
876,2025-08-03,Word Challenge,Board Game,Bandung Square,3,231000,43177
877,2025-09-05,Flying Disc,Outdoor Toy,Surabaya Mall,15,1770000,422375
878,2024-10-29,Galaxy Warrior,Action Figure,Yogyakarta Plaza,14,574000,135120
879,2025-06-02,Princess Bella,Doll,Bali Beachwalk,7,707000,103493
880,2024-09-01,Mini Ninja Hero,Action Figure,Medan Center,6,600000,69501
881,2025-06-20,Space Blocks,Building Blocks,Bandung Square,11,781000,227609
882,2025-02-23,Alphabet Blocks,Educational Toy,Surabaya Mall,11,539000,68785
883,2024-05-12,Creative Bricks Set,Building Blocks,Jakarta Central,3,357000,38491
884,2024-04-11,Dragon Defender,Action Figure,Bandung Square,1,81000,21095
885,2025-09-30,Dream House Doll,Doll,Medan Center,12,996000,163328
886,2024-03-13,Kingdom Strategy,Board Game,Medan Center,1,34000,8973
887,2024-03-03,Dragon Defender,Action Figure,Bali Beachwalk,6,474000,135502
888,2024-02-29,Fashion Star,Doll,Bali Beachwalk,14,1204000,200410
889,2024-03-20,Super Robot X,Action Figure,Surabaya Mall,4,296000,36786
890,2025-01-29,Kids Basketball Hoop,Outdoor Toy,Medan Center,4,128000,29638
891,2025-07-25,Science Lab Kit,Educational Toy,Medan Center,7,721000,91118
892,2025-04-14,Bubble Machine,Outdoor Toy,Bali Beachwalk,12,1116000,230753
893,2025-07-17,Galaxy Warrior,Action Figure,Bandung Square,7,504000,92926
894,2024-11-18,Coding Robot,Educational Toy,Surabaya Mall,9,441000,137245
895,2024-11-27,Dream House Doll,Doll,Bali Beachwalk,10,380000,91498
896,2024-09-17,Coding Robot,Educational Toy,Medan Center,6,390000,82631
897,2024-02-05,Princess Bella,Doll,Bali Beachwalk,5,420000,43711
898,2024-11-03,Alphabet Blocks,Educational Toy,Jakarta Central,4,140000,43950
899,2025-06-07,Mini Ninja Hero,Action Figure,Medan Center,9,729000,241649
900,2025-04-16,Math Puzzle Cube,Educational Toy,Jakarta Central,6,162000,21805
901,2024-09-19,Kingdom Strategy,Board Game,Bandung Square,13,598000,73539
902,2024-03-20,Baby Joy,Doll,Bali Beachwalk,12,588000,175356
903,2025-12-20,Coding Robot,Educational Toy,Bali Beachwalk,10,1120000,366143
904,2025-08-13,City Construction Kit,Building Blocks,Jakarta Central,7,126000,37173
905,2025-03-02,Mystery Mansion,Board Game,Yogyakarta Plaza,15,1785000,232291
906,2025-10-09,Math Puzzle Cube,Educational Toy,Bali Beachwalk,7,98000,17267
907,2025-08-01,Mini Ninja Hero,Action Figure,Medan Center,3,147000,33163
908,2025-11-20,Science Lab Kit,Educational Toy,Jakarta Central,12,696000,238561
909,2025-03-18,Creative Bricks Set,Building Blocks,Bandung Square,5,540000,107233
910,2025-05-02,Alphabet Blocks,Educational Toy,Jakarta Central,10,1030000,115697
911,2025-02-12,Fashion Star,Doll,Jakarta Central,9,567000,166389
912,2025-07-26,Science Lab Kit,Educational Toy,Yogyakarta Plaza,4,280000,55672
913,2025-09-22,Mega Builder,Building Blocks,Medan Center,12,900000,145405
914,2024-11-27,Mini Ninja Hero,Action Figure,Yogyakarta Plaza,11,891000,109057
915,2025-01-09,Flying Disc,Outdoor Toy,Yogyakarta Plaza,6,192000,34595
916,2024-06-22,Creative Bricks Set,Building Blocks,Surabaya Mall,6,516000,157584
917,2024-02-15,Baby Joy,Doll,Yogyakarta Plaza,15,1680000,266065
918,2024-03-28,Bubble Machine,Outdoor Toy,Bandung Square,2,204000,23181
919,2024-01-15,Mega Builder,Building Blocks,Surabaya Mall,6,576000,173416
920,2024-01-24,Word Challenge,Board Game,Yogyakarta Plaza,6,204000,58140
921,2025-06-19,Science Lab Kit,Educational Toy,Medan Center,13,533000,126427
922,2025-12-16,Mega Builder,Building Blocks,Bali Beachwalk,11,110000,21356
923,2024-06-23,Water Blaster,Outdoor Toy,Surabaya Mall,1,44000,6607
924,2025-04-21,Bubble Machine,Outdoor Toy,Jakarta Central,11,99000,11548
925,2025-11-06,Bubble Machine,Outdoor Toy,Bali Beachwalk,6,708000,89896
926,2025-01-24,Word Challenge,Board Game,Bandung Square,9,882000,110162
927,2025-06-28,Word Challenge,Board Game,Medan Center,2,62000,9282
928,2024-09-10,Princess Bella,Doll,Jakarta Central,15,1125000,198260
929,2024-06-09,Dream House Doll,Doll,Bali Beachwalk,1,52000,14096
930,2025-05-28,Mystery Mansion,Board Game,Bandung Square,5,555000,64103
931,2025-07-22,Word Challenge,Board Game,Jakarta Central,5,180000,24826
932,2025-01-26,Baby Joy,Doll,Jakarta Central,9,846000,214132
933,2024-09-03,Kids Basketball Hoop,Outdoor Toy,Yogyakarta Plaza,10,270000,55786
934,2025-07-09,Mystery Mansion,Board Game,Yogyakarta Plaza,3,102000,26838
935,2024-11-12,Mega Builder,Building Blocks,Bandung Square,12,1176000,381801
936,2025-11-02,Coding Robot,Educational Toy,Bandung Square,15,1200000,395133
937,2025-06-29,Treasure Hunt,Board Game,Medan Center,12,276000,40305
938,2025-02-27,Math Puzzle Cube,Educational Toy,Surabaya Mall,7,322000,67861
939,2024-07-11,Bubble Machine,Outdoor Toy,Bandung Square,2,48000,7016
940,2025-08-03,City Construction Kit,Building Blocks,Medan Center,10,370000,92163
941,2024-03-22,Math Puzzle Cube,Educational Toy,Surabaya Mall,12,1284000,281389
942,2025-10-27,Space Blocks,Building Blocks,Bali Beachwalk,6,186000,58224
943,2024-06-16,Dream House Doll,Doll,Bandung Square,4,144000,15560
944,2024-08-15,Mini Ninja Hero,Action Figure,Yogyakarta Plaza,12,1116000,387319
945,2025-03-25,Math Puzzle Cube,Educational Toy,Bandung Square,14,1204000,267872
946,2025-03-13,Word Challenge,Board Game,Bandung Square,7,749000,82731
947,2024-11-16,Flying Disc,Outdoor Toy,Bali Beachwalk,7,602000,201540
948,2024-04-21,Creative Bricks Set,Building Blocks,Medan Center,8,528000,161965
949,2025-07-04,Galaxy Warrior,Action Figure,Medan Center,7,714000,78406
950,2024-10-25,Princess Bella,Doll,Bandung Square,8,464000,148990
951,2025-03-08,Word Challenge,Board Game,Bandung Square,5,430000,141796
952,2025-10-23,Kids Basketball Hoop,Outdoor Toy,Yogyakarta Plaza,8,152000,42660
953,2025-12-13,Galaxy Warrior,Action Figure,Medan Center,9,225000,44610
954,2024-07-02,Word Challenge,Board Game,Jakarta Central,8,664000,215238
955,2024-09-13,Coding Robot,Educational Toy,Jakarta Central,6,576000,150995
956,2024-05-06,Kids Basketball Hoop,Outdoor Toy,Bali Beachwalk,2,44000,12168
957,2025-06-20,Bubble Machine,Outdoor Toy,Jakarta Central,12,684000,192695
958,2025-07-17,Mega Builder,Building Blocks,Yogyakarta Plaza,7,91000,26577
959,2024-05-28,Kingdom Strategy,Board Game,Bandung Square,3,318000,88407
960,2025-04-01,Fashion Star,Doll,Surabaya Mall,5,440000,63876
961,2025-09-29,Science Lab Kit,Educational Toy,Jakarta Central,13,520000,53587
962,2024-01-06,Dream House Doll,Doll,Medan Center,10,1200000,268040
963,2025-02-23,Coding Robot,Educational Toy,Yogyakarta Plaza,8,144000,36043
964,2024-10-11,Galaxy Warrior,Action Figure,Medan Center,10,880000,210660
965,2024-05-31,Math Puzzle Cube,Educational Toy,Bandung Square,1,91000,17040
966,2025-08-14,Math Puzzle Cube,Educational Toy,Bali Beachwalk,14,1190000,207786
967,2025-03-02,Super Robot X,Action Figure,Jakarta Central,3,84000,22513
968,2025-08-15,Mega Builder,Building Blocks,Yogyakarta Plaza,6,72000,8876
969,2025-01-23,Mystery Mansion,Board Game,Surabaya Mall,14,224000,64872
970,2025-04-27,Creative Bricks Set,Building Blocks,Surabaya Mall,3,69000,18882
971,2025-02-27,Mystery Mansion,Board Game,Medan Center,9,306000,83830
972,2025-08-08,Creative Bricks Set,Building Blocks,Jakarta Central,12,1056000,245241
973,2025-12-06,Dragon Defender,Action Figure,Bali Beachwalk,10,1080000,374295
974,2024-11-20,Word Challenge,Board Game,Medan Center,5,375000,91419
975,2025-09-21,City Construction Kit,Building Blocks,Bandung Square,10,710000,163247
976,2024-07-03,Flying Disc,Outdoor Toy,Yogyakarta Plaza,15,1290000,204052
977,2024-05-01,Kingdom Strategy,Board Game,Jakarta Central,1,67000,17176
978,2025-02-28,Galaxy Warrior,Action Figure,Medan Center,7,91000,16693
979,2025-10-17,Mega Builder,Building Blocks,Jakarta Central,4,384000,65436
980,2025-06-02,Mini Ninja Hero,Action Figure,Surabaya Mall,9,441000,128665
981,2025-02-09,Mini Ninja Hero,Action Figure,Surabaya Mall,12,960000,243838
982,2024-12-04,Galaxy Warrior,Action Figure,Bandung Square,14,714000,236026
983,2025-10-23,Dream House Doll,Doll,Jakarta Central,3,207000,28741
984,2025-02-27,Fashion Star,Doll,Yogyakarta Plaza,15,1545000,176138
985,2025-11-25,City Construction Kit,Building Blocks,Medan Center,6,474000,110902
986,2024-03-08,Alphabet Blocks,Educational Toy,Surabaya Mall,3,129000,40013
987,2025-07-01,Word Challenge,Board Game,Bali Beachwalk,14,406000,98554
988,2024-04-29,Baby Joy,Doll,Medan Center,14,1512000,435282
989,2024-02-02,Bubble Machine,Outdoor Toy,Bali Beachwalk,5,300000,36509
990,2024-11-05,Alphabet Blocks,Educational Toy,Yogyakarta Plaza,4,300000,52673
991,2024-07-25,Mini Ninja Hero,Action Figure,Jakarta Central,15,285000,60118
992,2024-06-06,Dragon Defender,Action Figure,Medan Center,4,204000,67505
993,2024-05-26,Bubble Machine,Outdoor Toy,Surabaya Mall,13,1547000,192698
994,2024-02-07,Mega Builder,Building Blocks,Bandung Square,8,456000,126959
995,2024-11-14,Creative Bricks Set,Building Blocks,Jakarta Central,15,195000,52993
996,2025-04-23,Creative Bricks Set,Building Blocks,Surabaya Mall,15,195000,24526
997,2025-08-14,Bubble Machine,Outdoor Toy,Jakarta Central,13,611000,158684
998,2024-07-16,Alphabet Blocks,Educational Toy,Bandung Square,5,215000,50109
999,2024-06-01,Princess Bella,Doll,Surabaya Mall,3,129000,16591
